Threshold,Precision,Recall,F1
6.0915947e-05,0.6876963211414577,1.0,0.8149526765592252
6.1035156e-05,0.6881237347728806,1.0,0.8152527169925692
6.1154366e-05,0.6884538170447884,1.0,0.8154843277529866
6.1273575e-05,0.6888454359612479,1.0,0.8157589998641641
6.1392784e-05,0.6893723760051235,1.0,0.8161283820144468
6.151199e-05,0.6899492566545001,1.0,0.8165325081271283
6.16312e-05,0.690256501603135,1.0,0.8167476319300869
6.175041e-05,0.6906501746631496,1.0,0.8170231558585338
6.186962e-05,0.6911428979096811,1.0,0.8173678222900286
6.198883e-05,0.6915499241545463,1.0,0.8176523910897019
6.210804e-05,0.692155181652556,1.0,0.8180752983733109
6.222725e-05,0.6929101475189987,1.0,0.818602386478058
6.234646e-05,0.6937661128616442,1.0,0.8191994201531386
6.246567e-05,0.6942881714265238,1.0,0.8195632585266108
6.258488e-05,0.6946117444611745,1.0,0.8197886538111923
6.2704086e-05,0.6950976699133616,1.0,0.8201269792887557
6.2823296e-05,0.6954719216066333,1.0,0.820387419740535
6.2942505e-05,0.6959465526840395,1.0,0.8207175485324494
6.3061714e-05,0.6963842863817705,1.0,0.8210218496682542
6.318092e-05,0.6968476325774605,1.0,0.8213437849010061
6.330013e-05,0.697349241483561,1.0,0.8216921071182561
6.341934e-05,0.6980149866705094,1.0,0.8221540893798778
6.353855e-05,0.6985308697611536,1.0,0.822511828409479
6.365776e-05,0.699590186131321,1.0,0.8232457303222361
6.377697e-05,0.7001716505556057,1.0,0.823648184238989
6.389618e-05,0.700640052072033,1.0,0.8239721828243706
6.401539e-05,0.7010837117580012,1.0,0.824278902667365
6.41346e-05,0.7014644389334396,1.0,0.8245419871959729
6.425381e-05,0.7018964299299028,1.0,0.8248403527523828
6.4373016e-05,0.7026091055790257,1.0,0.8253322493696169
6.4492226e-05,0.7033232299399241,1.0,0.8258247330256943
6.4611435e-05,0.7037702953034761,1.0,0.8261328338835209
6.4730644e-05,0.7040132260232909,1.0,0.8263001849284558
6.484985e-05,0.7044995909462776,1.0,0.8266350905041744
6.496906e-05,0.704960978005785,1.0,0.8269526199896758
6.508827e-05,0.7056027968462645,1.0,0.8273940380655863
6.520748e-05,0.7060656305231128,1.0,0.8277121509892426
6.532669e-05,0.7064646685626778,1.0,0.8279862776388895
6.54459e-05,0.7068770521707406,1.0,0.8282694376029186
6.556511e-05,0.7076515704894083,1.0,0.8288008848814432
6.568432e-05,0.708363038113518,1.0,0.8292886443496154
6.580353e-05,0.7089073047582459,1.0,0.8296615019855924
6.592274e-05,0.7091797518392445,1.0,0.8298480565626378
6.604195e-05,0.7096732840084975,1.0,0.8301858448576436
6.6161156e-05,0.7103497580290365,1.0,0.8306485273449367
6.6280365e-05,0.710727582854942,1.0,0.830906785888508
6.6399574e-05,0.7109362100280698,1.0,0.8310493421156355
6.651878e-05,0.7114321907874204,1.0,0.8313881092807468
6.663799e-05,0.71170658242727,1.0,0.8315754412303116
6.67572e-05,0.7120204321622814,1.0,0.8317896382860941
6.687641e-05,0.7123345588235294,1.0,0.8320039457159863
6.699562e-05,0.7126751756354139,1.0,0.8322362367514616
6.711483e-05,0.7131079663605749,1.0,0.8325312545395328
6.723404e-05,0.7135544220818679,1.0,0.8328354311043872
6.735325e-05,0.7138041556145004,1.0,0.8330055089562223
6.747246e-05,0.7141856650509593,1.0,0.8332652354357447
6.759167e-05,0.7144753581503401,1.0,0.8334623773815439
6.771088e-05,0.7149499086732717,1.0,0.8337851745855936
6.7830086e-05,0.7153986744696955,1.0,0.8340902682816926
6.7949295e-05,0.7159802671692257,1.0,0.8344854270124196
6.8068504e-05,0.7164700661908812,1.0,0.8348180095056964
6.818771e-05,0.716774873758393,1.0,0.8350248836227347
6.830692e-05,0.7172923145268769,1.0,0.8353759045938725
6.842613e-05,0.7175313854016221,1.0,0.8355380138292458
6.854534e-05,0.7179168905274469,1.0,0.8357993221989108
6.866455e-05,0.7183560729645558,1.0,0.8360968719885206
6.878376e-05,0.7187024741273786,1.0,0.8363314544137394
6.890297e-05,0.7189691639763999,1.0,0.8365119920251354
6.902218e-05,0.7194096351991088,1.0,0.8368100495513979
6.914139e-05,0.719890765200914,1.0,0.8371354455538816
6.92606e-05,0.7204127161182375,1.0,0.8374882435840878
6.937981e-05,0.7208683681821564,1.0,0.8377960538081913
6.9499016e-05,0.7213245969993671,1.0,0.8381040903804756
6.9618225e-05,0.721593236750959,1.0,0.8382853941983924
6.9737434e-05,0.7221445742718176,1.0,0.8386573123616857
6.9856644e-05,0.722575472225848,1.0,0.8389478193340623
6.997585e-05,0.7228045959859732,1.0,0.8391022330385599
7.009506e-05,0.7234388126575189,1.0,0.8395294374789425
7.021427e-05,0.7238983019185145,1.0,0.8398387502484334
7.033348e-05,0.7245073477171596,1.0,0.8402484854297593
7.045269e-05,0.7254296304616421,1.0,0.8408683999047936
7.05719e-05,0.7257828888222955,1.0,0.8411056678306205
7.069111e-05,0.7261773138691603,1.0,0.8413704708406917
7.081032e-05,0.7268583647515615,1.0,0.84182741952551
7.092953e-05,0.7270629291905888,1.0,0.8419646009326524
7.104874e-05,0.7274314354902292,1.0,0.842211640165889
7.1167946e-05,0.728019087698204,1.0,0.8426053724382524
7.1287155e-05,0.7284981106536574,1.0,0.8429261240714164
